thread_id,topic
6911050714.0,"(0.014665456728196953, 0.22189742060393303, 0.0015532686150641444, 0.10239621319122928, 0.0945859049118787, 0.564901735949698)"
6911232562.0,"(0.14041733010267698, 0.019405259006091982, 0.0022378330701407, 0.10380461668943519, 0.5852503399599331, 0.14888462117172194)"
6911328576.0,"(0.07444747619531361, 0.30094379406642935, 0.016524141455643123, 0.3261227204479903, 0.04962010428466774, 0.23234176354995573)"
6911354061.0,"(0.21291373925993823, 0.011123876943011514, 0.018995938261748276, 0.037842045868733444, 0.6371265716281518, 0.08199782803841682)"
6911512088.0,"(0.03272535964988817, 0.4675298566616658, 0.0007015856048435247, 0.3669823267010586, 0.08805041336709242, 0.04401045801545144)"
6911524473.0,"(0.08400904660729004, 0.5200624679043161, 0.06958962885361851, 0.038941780838154146, 0.2050711325670425, 0.08232594322957865)"
6911605634.0,"(0.11012447448574778, 0.12178285334282814, 0.010318724991877942, 0.20015259894339982, 0.37229500984620684, 0.18532633838993956)"
6911707297.0,"(0.07671959931185553, 0.16661063440336582, 0.010235942545127446, 0.45134898794723255, 0.17545377090417938, 0.11963106488823944)"
6911775802.0,"(0.30916174402459934, 0.11171582089960144, 0.020247514015123078, 0.02164037896178934, 0.13843674529620792, 0.3987977968026789)"
6911918994.0,"(0.14694074447765837, 0.017264920911791947, 0.02128769274886414, 0.14117195716602518, 0.5945914113235817, 0.07874327337207856)"
6912106730.0,"(0.5589719051366596, 0.19768609628561953, 0.00018890908859282382, 0.0031821307686926512, 0.17644515338097247, 0.06352580533946281)"
6912176006.0,"(0.34900397549606743, 0.09973825591688296, 0.0010723715069389215, 0.10577615737153151, 0.2615047175803793, 0.18290452212819974)"
6912260052.0,"(0.05382063142721932, 0.03573158856875598, 0.0010819885158997698, 0.16471459512612402, 0.7109688954294098, 0.033682300932591086)"
6912402166.0,"(5.705035096564812e-06, 0.04083580032664579, 0.004164792826280992, 0.02052329157569681, 0.9130145496162093, 0.021455860620070488)"
6912463680.0,"(0.043290651194027606, 0.1063999776996677, 0.030017916817982014, 0.138514899411451, 0.28943900387805266, 0.392337550998819)"
6913106694.0,"(0.5098593067470598, 0.19019481940694885, 0.03196605460989833, 0.03536542007353142, 0.17629565505256312, 0.056318744109998486)"
6913261430.0,"(0.4766240562133758, 9.833762869084467e-06, 0.16401398166178735, 1.3887047320053079e-06, 0.23077653744457283, 0.128574202212663)"
6913332735.0,"(0.1353055302193531, 0.04948150496001798, 0.022165864263695538, 0.11664703747326433, 0.5383051695834391, 0.1380948935002299)"
6913529890.0,"(0.35089392857165286, 0.15858282026712114, 0.0038340327546420075, 0.07114992256860492, 0.3180503552683389, 0.09748894056964025)"
6913750990.0,"(0.05028753048799207, 0.09911806135934892, 0.004559754614306867, 0.14647795301455066, 0.3731955521659556, 0.32636114835784596)"
6913862098.0,"(0.4779558675022682, 0.06279102541303352, 0.07319363825379077, 0.0016016990214081377, 0.20616041642490476, 0.17829735338459454)"
6913880778.0,"(0.670274640890232, 0.05522025205979503, 0.003951550919663252, 0.0034953034551319486, 0.22056069489146068, 0.04649755778371697)"
6913981360.0,"(0.5816240841437165, 0.05432474231269239, 0.0011455645447318165, 0.04563547808545781, 0.2600005500749372, 0.05726958083846442)"
6914019175.0,"(0.04826515771978044, 0.010700124751910617, 0.009598378002735981, 0.0019893936437030465, 0.59925927985608, 0.3301876660257901)"
6914088704.0,"(0.0921347437034439, 0.06500924627518925, 0.027798595848470862, 0.008917622823381995, 0.5737571850000189, 0.23238260634949492)"
6914104041.0,"(0.06005086761279337, 0.021714451511424877, 0.06552647936717905, 0.20104356763649706, 0.24514619893454054, 0.40651843493756507)"
6914164101.0,"(0.3355534254957674, 0.09449113318490172, 2.7570786467824078e-05, 0.0323856452410059, 0.5039535695814449, 0.03358865571041225)"
6914297955.0,"(0.7833264563501342, 0.0102149565330848, 0.0027214494813562746, 0.0082745576196923, 0.09814950089791241, 0.09731307911781995)"
6914344039.0,"(0.11956762804347028, 0.0670562415413264, 0.007188983666365598, 0.11067129525994289, 0.6182811512188726, 0.07723470027002217)"
6914544246.0,"(0.32870384474368247, 0.02625657263989079, 0.2873873434146042, 0.022296983991615834, 0.24938570337793362, 0.08596955183227326)"
6914777013.0,"(0.04289402102455405, 0.43083570230268525, 6.3796897828598076e-06, 0.270027648761932, 0.10196696378434182, 0.15426928443670404)"
6914908610.0,"(0.43090212616563084, 0.0638517662384762, 0.038608305429951126, 0.03852657522654881, 0.03790935029285684, 0.39020187664653627)"
6914982637.0,"(0.09588951130705886, 0.27936236739895653, 0.005206977132020981, 0.42333723786086075, 0.10458775224833698, 0.09161615405276585)"
6915172458.0,"(0.29262612920614045, 0.037380658861801495, 0.0009713465402041777, 0.027690277991195396, 0.4415058239930236, 0.1998257634076348)"
6915339807.0,"(0.05305891205107164, 0.6465720062388166, 0.0001401207597574826, 0.1547095114510388, 0.07760817716151173, 0.06791127233780381)"
6915491093.0,"(0.10719957841194706, 0.03216260871044724, 0.017042202550908853, 0.45632683551100794, 0.05462710897354245, 0.3326416658421463)"
6915569841.0,"(0.21106850920398235, 0.541377723116889, 0.00021564288966991816, 0.14469427590505846, 3.5900795715967155e-06, 0.10264025880482881)"
6915673509.0,"(0.27296570881922233, 0.019508784693510365, 0.01838611081058803, 0.07723399785560962, 0.1924430326793157, 0.41946236514175406)"
6915696363.0,"(0.1311454462324685, 0.18639807671277137, 0.012631140604774686, 0.36749257646409295, 0.19835139775857055, 0.10398136222732181)"
6915764458.0,"(0.41296400543696343, 0.01361072881811646, 0.14623054371103061, 0.01911613692751429, 0.32450384217060907, 0.08357474293576612)"
6915955326.0,"(0.11201896766949886, 0.23495342597731111, 0.0006822538514922912, 0.17815472520217235, 0.3016558679699911, 0.17253475932953438)"
6916006953.0,"(0.10309249663748943, 0.16268023585776464, 0.021679992554993407, 0.16421276481749872, 0.22541024715164115, 0.3229242629806125)"
6916032607.0,"(0.004862790165516222, 0.2865238946416013, 4.288601726277897e-05, 0.0010080610678451104, 0.6865588270253634, 0.021003541082411238)"
6916139218.0,"(0.27002701379130817, 0.053189702922732826, 0.06400932673943543, 0.13208893678868094, 0.2747000451670777, 0.20598497459076504)"
6916336163.0,"(0.17774203163747762, 0.05368597691826556, 0.0035870292835428847, 0.015754870588746486, 0.4966966082608259, 0.25253348331114167)"
6916746852.0,"(0.030255066696006878, 0.4406737369272192, 0.0025754406064864344, 0.41684950358798745, 0.09335761636741623, 0.01628863581488374)"
6916873033.0,"(0.00833802261065077, 0.03345537983311833, 0.0010929158182985089, 0.5492731771679403, 0.015309958863545785, 0.39253054570644624)"
6917067792.0,"(0.18268851318996854, 0.12218987117334773, 0.005016058580749704, 0.07045153161567666, 0.4542174736479052, 0.16543655179235217)"
6917130273.0,"(0.07471659013195489, 0.05225590465281058, 0.02552809586222622, 0.0894433942099034, 0.5374182831225106, 0.22063773202059447)"
6917156427.0,"(0.21426433813131604, 0.04408051045530187, 0.08632601244231941, 0.0033047071607398347, 0.3032838299550386, 0.3487406018552843)"
6917204437.0,"(0.16050554315296967, 5.200973884593547e-05, 0.14901343400735045, 7.782616356037058e-06, 0.14754385634505915, 0.5428773741394189)"
6917243071.0,"(0.5422557723961255, 0.0243865085572918, 0.010395286261384655, 0.01720459702216154, 0.23818235715991987, 0.16757547860311653)"
6917266611.0,"(0.1565448531735307, 0.06374111808579772, 0.0013408573234860745, 0.049096545873181845, 0.43569860688006096, 0.29357801866394273)"
6917321346.0,"(0.2775577520490037, 0.011695134571915294, 4.195529871273893e-05, 0.3155663845141379, 0.17070199027445948, 0.22443678329177086)"
6917321775.0,"(0.12557319478385687, 0.1285644433426971, 0.10231428507521091, 0.01579274150170256, 0.45049925221078413, 0.17725608308574836)"
6917633448.0,"(0.22043555363246137, 0.04523817586196242, 0.0035152256852053823, 0.031350725007438594, 0.5023270905722604, 0.1971332292406717)"
6917747732.0,"(0.48047562917570963, 0.09696084560740395, 0.004250640730815494, 0.019463286760666013, 0.22880340157066537, 0.17004619615473945)"
6917893218.0,"(0.01411372956656798, 0.49844948516912213, 0.0015630437124369227, 0.02664777036114252, 0.07266411228829378, 0.38656185890243666)"
6917901049.0,"(0.26316740983902714, 0.2660531668971388, 1.8074921990391529e-07, 0.01593910768131808, 0.22866408202444755, 0.22617605280884853)"
6918013961.0,"(0.0183579993643148, 0.16008106397916766, 0.0006835632085034227, 0.17713759340348706, 0.3471166527178551, 0.29662312732667195)"
6918031873.0,"(0.08285261525501007, 0.41994039462016425, 0.0004751548128140667, 0.13461737465198936, 0.28734251268954647, 0.0747719479704757)"
6918146251.0,"(0.02104586601786522, 0.018896748344280064, 0.0026861292791685375, 0.002259912132328119, 0.8961284510314174, 0.0589828931949407)"
6918298334.0,"(0.06020508130728474, 0.40654733034998997, 0.017102727494933183, 0.1425470828899868, 0.2426407468310042, 0.13095703112680107)"
6918343496.0,"(0.5675264878842605, 0.0022351767361921413, 0.0002622934514086751, 0.040396391792758696, 0.3530665405748511, 0.03651310956052883)"
6918468636.0,"(0.3398765019657555, 0.06206722654595677, 0.0009107794836785317, 0.00025118928342931894, 0.3648131854006782, 0.23208111732050174)"
6918670856.0,"(7.268828023787782e-05, 6.087452253990969e-05, 0.0038755994907802463, 0.0009859214875392976, 0.13979920152341635, 0.8552057146954862)"
6918685902.0,"(0.3288247792930567, 0.009834903234755249, 0.013195101380572314, 0.007395647597963502, 0.14013759468884737, 0.500611973804805)"
6918817095.0,"(0.2141629418096575, 0.04276785388618639, 0.002223600612571832, 0.018813061776862827, 0.6170375789042608, 0.10499496301046062)"
6919222071.0,"(0.5162388557043818, 0.05381976181506976, 0.012685786795571856, 0.011048725347969315, 0.3110033843666113, 0.095203485970396)"
6919834310.0,"(0.014071179023020127, 0.07373810838977117, 3.2464352394347485e-06, 3.644697933153957e-05, 0.8728172543463415, 0.0393337648262961)"
6919967448.0,"(0.4012384410734202, 0.0939840195342428, 0.003337654776999274, 0.20860980407337118, 0.21702483980151208, 0.07580524074045458)"
6920002038.0,"(0.2611599499446678, 0.14193614507158583, 0.03467328632613386, 0.09040415866880364, 0.2712748614948638, 0.2005515984939452)"
6920106894.0,"(0.31168565966372963, 0.18025353951858497, 0.023297247295653998, 0.07801898704317713, 0.17635143577936432, 0.23039313069948994)"
6920607928.0,"(0.2574497698346732, 0.05383002690085969, 0.07317487457195977, 0.0006045298997708374, 0.2849938585226135, 0.329946940270123)"
6921010373.0,"(0.5946929087174267, 0.025362110567450954, 0.008068090108008354, 0.0056409992261126415, 0.19684146061855573, 0.1693944307624456)"
6921104065.0,"(0.07391531695528436, 0.06558503465735668, 0.0012876698457609948, 0.2801468089478193, 0.4752750770738799, 0.10379009251989878)"
6921125620.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
6921235686.0,"(0.3466167737938022, 0.10318284612585202, 0.021837934368988864, 0.24511426418769267, 0.0819215857395609, 0.20132659578410333)"
6921271495.0,"(0.07835906958650724, 0.056792183298096, 0.020174982458955507, 0.0037555101314642376, 0.46153060717954686, 0.37938764734543023)"
6921477226.0,"(0.1302864133218294, 0.14006623158551745, 0.03388250751408932, 0.11113967724486155, 0.37752792280968317, 0.20709724752401884)"
6921727333.0,"(0.15543824706775106, 0.010286510401166932, 0.15690335006459152, 0.3128935919931122, 0.11485051441259707, 0.24962778606078115)"
6922072361.0,"(2.8408221938365807e-05, 0.00011000602717410951, 1.9723292262823988e-06, 0.05499485735256083, 0.9447441804081871, 0.00012057566091330115)"
6922569834.0,"(0.16918720722206138, 0.13105250747324582, 0.025208370612368913, 0.06971332763892943, 0.2186500206692446, 0.38618856638415006)"
6923002046.0,"(0.009614365179009989, 0.22092742565065185, 5.839839901507992e-08, 0.5744558059061, 0.1255564404438419, 0.0694459044219972)"
6923633978.0,"(0.019825356018059976, 0.6123889195101025, 0.0015245121006416474, 0.3072199436460333, 0.023436032071666776, 0.03560523665349582)"
6923908132.0,"(0.013645182802828695, 0.09741922043269217, 0.0003041720626916906, 0.5009162766726076, 0.045906005514812095, 0.34180914251436767)"
6923924422.0,"(5.931357345012042e-05, 0.00023001479164036783, 3.6107977333120126e-06, 0.12168958426322606, 0.8779759108667845, 4.1565707165620644e-05)"
6924211032.0,"(0.009275475230590805, 0.2518878784593115, 2.1836373465234523e-06, 0.6268425307668284, 0.0843511092990036, 0.02764082260691917)"
6924239881.0,"(0.6070184870527138, 0.0355709799654573, 0.0039420806968981075, 0.05575871505800937, 0.22789828949843394, 0.06981144772848749)"
6924251843.0,"(0.003868781384159913, 0.07782935296355435, 0.0007909726382182278, 0.11468441504427686, 0.6745750556700866, 0.12825142229970396)"
6924386858.0,"(0.09218301779195054, 3.923315011385257e-05, 0.0006337811636396066, 0.00427094839603854, 0.5899019729052503, 0.31297104659300723)"
6924613398.0,"(0.2257070711022751, 0.04153123227590417, 0.0020959402142039733, 0.04860579721159541, 0.5777815602449846, 0.10427839895103681)"
6924642532.0,"(0.21661765483614687, 1.1507121958461701e-05, 1.8064007791952086e-07, 0.07100334603024153, 0.5709633996425365, 0.14140391172903866)"
6924706270.0,"(0.369205791292941, 0.06644345492168674, 0.02472741667499151, 0.04735711194213983, 0.29940671317637374, 0.1928595119918672)"
6924874333.0,"(0.04471723289813042, 0.39661765577269165, 0.32272390712589055, 0.06820014039019691, 0.11459051515592109, 0.05315054865716944)"
6924938961.0,"(0.6003579493068797, 0.03881464470627226, 0.00045893417865802255, 0.0002542002326170359, 0.22545487034895603, 0.13465940122661701)"
6925022270.0,"(0.0022551862997703155, 0.2674324371228178, 0.0015144501891052736, 0.0031150944129258273, 0.5996527479360776, 0.12603008403930327)"
6925103511.0,"(0.11981638893127805, 0.16195712066285373, 0.004046395743604836, 0.15406819033878555, 0.29500555822615476, 0.26510634609732314)"
6925306333.0,"(0.023650357007032972, 0.1626807718463142, 0.0021289682220060847, 0.04506817703995293, 0.72764756729491, 0.038824158589783775)"
6925467078.0,"(0.16881434025350975, 0.2702613239412006, 0.04169158876989068, 0.2022234191543018, 0.2651339610103001, 0.05187536687079704)"
6925644071.0,"(0.21678669100933642, 0.12627027893941783, 0.0014535343654504035, 0.016044841988679427, 0.317297557179334, 0.3221470965177819)"
6925726671.0,"(0.1055158269760099, 0.030717861839896134, 0.0027756758073442266, 0.03233379991826461, 0.71922486909926, 0.10943196635922517)"
6925729022.0,"(0.2697145958754272, 0.21168209454418258, 0.006103831327980196, 0.001296868909065677, 0.4516456721091244, 0.05955693723422002)"
6925840603.0,"(0.01322086852649938, 0.014385647030539626, 0.006345469500814225, 0.006243766604029237, 0.44835444547989156, 0.5114498028582259)"
6926003110.0,"(0.1106220002731523, 0.21318797677642826, 0.02360388708031125, 0.14417544220984593, 0.2867938767068956, 0.22161681695336663)"
6926099687.0,"(0.12418593333463951, 0.027445473363214918, 0.001435782031504864, 0.04355367832605371, 0.1929354614512836, 0.6104436714933035)"
6926101492.0,"(0.28537266531335415, 0.03437706509938583, 0.00022064352546526158, 0.005998630976240912, 0.06670396871652712, 0.6073270263690267)"
6926154022.0,"(0.1317562173547557, 0.0546755382330216, 0.026226233297692098, 0.05484519891976798, 0.5224742926436149, 0.21002251955114773)"
6926364590.0,"(0.09863399679161965, 0.43502496004997593, 0.0641959315692733, 0.05847229940228735, 0.19088278048377824, 0.15279003170306538)"
6926477318.0,"(0.22730827893710484, 0.08951084973565027, 0.04019812407535321, 0.07890562333417368, 0.1492454865049186, 0.41483163741279927)"
6926484792.0,"(0.0020468073968881143, 0.1615051138388336, 0.003629245942352467, 0.11484002144309069, 0.6896214702134187, 0.02835734116541641)"
6926492271.0,"(0.334073612403026, 0.20695532264720692, 0.005301036278001973, 6.757062207687941e-07, 0.2851524615815166, 0.1685168913840277)"
6926571286.0,"(0.1026043359946492, 0.08281257813102176, 0.02333968513991375, 0.23859263327393412, 0.3204708691802047, 0.23217989828027655)"
6926658584.0,"(0.20283410808648616, 0.0483118480202197, 0.0007444815568042307, 0.005101725911838628, 0.6970800555803427, 0.045927780844308416)"
6926670862.0,"(0.19313149150696682, 0.3497151856773434, 0.02317182921059642, 0.07482279081773452, 0.2295841941552569, 0.12957450863210193)"
6926679895.0,"(0.44941188950877736, 0.0004441911377217255, 0.3563674061687912, 4.43847179890985e-05, 0.1058737405560235, 0.08785838791069708)"
6926684590.0,"(0.05626563851216025, 0.16843385783080012, 0.0001285848893137586, 0.43305408908117293, 0.2811396385817452, 0.06097819110480779)"
6926698895.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
6926785079.0,"(0.1766966519217187, 0.04491071609303797, 0.00374420875007567, 0.13759921278683876, 0.38994975476606963, 0.24709945568225916)"
6926944000.0,"(0.42467409125219174, 0.05262066767144157, 0.0035453441666151364, 0.0005468338476506396, 0.11897460682415065, 0.3996384562379503)"
6927007067.0,"(0.15306649497176672, 0.05778689492964848, 0.002145777246052978, 0.04500650176511478, 0.3226725022371526, 0.41932182885026453)"
6927060774.0,"(0.03227281019625748, 0.24606254462641078, 0.0514783645163866, 0.0018122616159343269, 0.21007086347023773, 0.458303155574773)"
6927061210.0,"(0.10100896427073469, 0.05779822210856966, 0.016669313128495608, 0.03458871286859036, 0.2903668354370386, 0.49956795218657113)"
6927652829.0,"(0.5344256310271055, 0.06992953501051656, 0.00047543567850521503, 0.016613840599144006, 0.21902783190916295, 0.1595277257755658)"
6927655767.0,"(0.300240345982907, 0.39822119614461393, 5.953581912513711e-08, 0.07220883874656156, 0.13338033187261222, 0.09594922771748597)"
6927792319.0,"(0.10861652608179259, 0.31944811666390394, 0.002524629914290802, 0.3068565735259875, 0.14647110299979627, 0.11608305081422884)"
6927851476.0,"(0.1069098450526153, 0.27441561915598717, 0.002145903297526764, 0.2477294247105208, 0.1810295443959633, 0.18776966338738665)"
6927902006.0,"(2.170037960344686e-07, 0.46957393677293496, 0.0018098398215773566, 0.005785972910199711, 0.3725830369531747, 0.15024699653831727)"
6927924254.0,"(0.1274728512777694, 0.11267142488024408, 0.005573155003770789, 0.19375279703577147, 0.35140417430680804, 0.20912559749563575)"
6927988339.0,"(0.3050913005132622, 0.14429974232485507, 0.005510369413816761, 0.049035797524014775, 0.20142731991674023, 0.2946354703073111)"
6928355389.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
6928389516.0,"(0.14244518672756548, 0.010759291256563415, 0.0172383092131248, 0.03204772937832226, 0.4205948057777109, 0.3769146776467132)"
6928499706.0,"(0.23396031919834742, 0.12984559423339848, 0.0184679163046451, 0.017047335437726994, 0.360203290694039, 0.2404755441318431)"
6928623292.0,"(0.5458088552333796, 0.03882435488178565, 0.010231335685609223, 0.03235905269717235, 0.2743467027848865, 0.09842969871716664)"
6928628383.0,"(0.18768431784619963, 0.08301538401087837, 0.06174451981123498, 0.16888779127140624, 0.2254438367811082, 0.2732241502791727)"
6928651330.0,"(0.2024398636115768, 0.07149255354987243, 0.0007209830597796101, 0.03466257535584865, 0.4024411229762565, 0.28824290144666603)"
6928863693.0,"(0.10533164434550271, 0.027169690625225548, 0.0309219954321189, 0.03138611665933938, 0.4170360057866468, 0.38815454715116693)"
6929150807.0,"(0.19286987314988488, 0.042880546329012344, 0.05096629302689347, 0.04726701073563755, 0.16021781781014735, 0.5057984589484242)"
6929269365.0,"(0.25319382659102224, 0.06698784559666306, 0.03635349289688232, 0.1020919625566542, 0.2586375117742762, 0.2827353605845022)"
6929282533.0,"(0.0572253773174307, 0.09875755367321885, 0.003901899132000022, 0.28055189944535114, 0.3458980547434031, 0.21366521568859628)"
6929390397.0,"(0.5472805250922947, 0.043455398268026676, 0.06297994521626149, 0.056535182285100384, 0.1479656093148442, 0.1417833398234724)"
6929526733.0,"(0.23464073023229176, 0.060411098912124074, 0.01207381383556835, 0.2897090219409594, 0.3021765135080512, 0.10098882157100522)"
6929622577.0,"(0.19952893531247892, 0.05694752127029314, 0.04994267922388349, 0.03858102574283575, 0.5372734461200753, 0.11772639233043346)"
6929679490.0,"(0.06613205423405177, 0.15676011029928613, 0.00016078873885226619, 0.013886723386050999, 0.620198244065199, 0.14286207927655992)"
6929774221.0,"(0.0977788228688913, 0.6047736806778818, 8.514474224953558e-05, 0.09647057105961462, 0.14241132021161235, 0.05848046043975055)"
6929811942.0,"(0.12163858490495998, 0.021566779217823663, 0.05775694190751007, 0.051376885074599817, 0.3251567905632778, 0.42250401833182893)"
6929812907.0,"(0.3030734713340938, 0.21535427607775087, 4.1114266728897805e-05, 0.14104654142976508, 0.09270427840118786, 0.24778031849047344)"
6930028745.0,"(0.15205504147168886, 3.8468639116003107e-05, 1.1078022669268913e-09, 0.00015836999464274534, 0.8477124214502425, 3.569733650761074e-05)"
6930382050.0,"(0.2887839762483668, 0.00900201993867448, 0.0017153237287133825, 0.10678997799750771, 0.4976402075780846, 0.09606849450865312)"
6930384980.0,"(0.43187118459487317, 0.3601417335615087, 0.004348562560685403, 0.06048406000772691, 0.07495469133195866, 0.06819976794324727)"
6930439097.0,"(0.08548453963100387, 0.11582689526133194, 0.005753234730280586, 0.09058704809021549, 0.3176508372460722, 0.38469744504109604)"
6930766304.0,"(0.2071739490189872, 0.011270139385219397, 0.004474845414409664, 0.01678864450909196, 0.6739376749116243, 0.0863547467606674)"
6930783857.0,"(0.23177893612620504, 0.06868310924895571, 0.09819590307634316, 0.11998985150290511, 0.2694447314027285, 0.21190746864286272)"
6930898561.0,"(0.016678371714593774, 0.18649159212133498, 0.0008034192847094178, 0.31382136353817625, 0.4742824058742267, 0.007922847466958842)"
6930969558.0,"(0.06824689993047671, 0.17726205285511237, 0.00684812921254046, 0.3105318525339712, 0.16952427085702065, 0.26758679461087864)"
6930974311.0,"(0.3508332019799247, 0.1809374437088271, 0.014936086734261608, 0.08179256739990598, 0.273235089106171, 0.0982656110709097)"
6931000470.0,"(0.18520443018128893, 0.201845929205057, 0.0002805645857484752, 3.5831836102230584e-06, 0.49881665913636286, 0.11384883370793246)"
6931025109.0,"(0.2323848610760577, 0.14033661387914392, 0.04016614281412117, 0.005166364304569943, 0.1550816581211808, 0.42686435980492643)"
6931046450.0,"(0.39348259086270493, 0.018259241792320694, 0.0015024915524985882, 0.000894233418763215, 0.39159777483423774, 0.19426366753947477)"
6931145983.0,"(0.02024434533782868, 0.05045649794039829, 0.027748234226423973, 0.12293343838145869, 0.27279139354497706, 0.5058260905689134)"
6931205160.0,"(0.1600310523538132, 0.07519264740954468, 0.0023556517094345123, 0.07253475607212512, 0.5540885109328332, 0.13579738152224935)"
6931477148.0,"(0.2742516363571436, 0.0077054267658144765, 0.004116008636372422, 0.03511890957145077, 0.2576936677464964, 0.42111435092272254)"
6931567151.0,"(0.04824281808102463, 0.05117567570748336, 0.005894175143671123, 0.4032366685224435, 0.09503829295037083, 0.39641236959500653)"
6931698313.0,"(0.057985584022296456, 0.15384106664561054, 0.0004043447300447641, 0.01062381183350317, 0.3625345873170306, 0.4146106054515144)"
6932539812.0,"(0.03777121223492185, 0.14612789328844114, 0.0022857050497481, 0.16891795036956422, 0.40079993796026797, 0.24409730109705674)"
6932622549.0,"(0.7622402200932857, 0.018341850456926646, 0.0418685096347247, 0.0578635004346183, 0.07830383317016092, 0.04138208621028385)"
6932644430.0,"(0.06209649696336723, 0.14567481117980374, 0.0009633147844898803, 0.024786961469033576, 0.26074997890706114, 0.5057284366962446)"
6932785816.0,"(0.024314980578385333, 0.2082291341063498, 7.729271546066488e-07, 0.002328292234009795, 0.7322433963227015, 0.03288342383139894)"
6932864739.0,"(0.3798071826473393, 0.22229060726115382, 0.002640669030919573, 0.20303187889940946, 0.11958294875537405, 0.0726467134058039)"
6932873710.0,"(0.1533555821315787, 0.11784992775820148, 0.016227917614448587, 0.0008907057346366748, 0.5485571320829286, 0.16311873467820606)"
6932908944.0,"(0.0032670821134045246, 0.6610597557266626, 0.00014258016460537992, 2.7151653619408304e-05, 0.29206130116546875, 0.04344212917623933)"
6932964861.0,"(0.18165567569715954, 0.1134662458561615, 0.002299106347770408, 0.0245372898118943, 0.38964051745734885, 0.2884011648296654)"
6932974124.0,"(0.1331589909111406, 0.16844234098059682, 0.007881360454002315, 0.11227395964401479, 0.3537336422647711, 0.2245097057454743)"
6933009342.0,"(0.12556278111455185, 0.0499811752194726, 0.05484309250969674, 0.4228420739457494, 0.1709642137299084, 0.17580666348062104)"
6933058238.0,"(2.1987170569076795e-06, 0.3666482162253454, 1.3385001279602705e-07, 1.5031511998592232e-06, 0.14644894368263453, 0.4868990043737506)"
6933093965.0,"(0.6498753392400353, 0.09947206623234599, 4.646089312126293e-06, 0.011826254179270438, 0.04833088028082096, 0.19049081397821518)"
6933132926.0,"(0.1553905667602586, 0.1620083317421936, 0.001642077559889647, 0.142477225543805, 0.4758264033296364, 0.06265539506421669)"
6933142555.0,"(0.17142920543085058, 0.02525123492794214, 0.22369531393420158, 0.08548858877318412, 0.3697171475721856, 0.12441850936163598)"
6933372161.0,"(0.18083660527633746, 0.022556569406983248, 0.02448136119927032, 0.034702382546585864, 0.3001148365815395, 0.43730824498928356)"
6933398924.0,"(0.12510745051311092, 0.25607981846979294, 0.019603651778237904, 0.332466367255792, 0.13863013971628713, 0.12811257226677916)"
6933792103.0,"(0.11273726850482771, 0.26516289209586275, 0.004546787815982174, 0.03814289305742667, 0.40825515124233075, 0.1711550072835701)"
6933890600.0,"(0.2102883050274044, 0.08888358606981234, 0.0017591799764622115, 0.4026988206711221, 0.2337445038817361, 0.06262560437346293)"
6934008005.0,"(0.04979547527862482, 0.14112272334234668, 3.371576777519797e-05, 0.31106519989661063, 0.08558866121745132, 0.4123942244971914)"
6934044870.0,"(0.04160270537532128, 0.2705919726476028, 0.0002478962263583229, 0.5988461764614377, 0.03636832117639396, 0.05234292811288601)"
6934134829.0,"(0.34817743715554056, 0.06952804826653529, 0.006200400532432097, 0.018634475307945438, 0.34039424650526995, 0.2170653922322767)"
6934195450.0,"(0.30944107450145864, 0.020785651599602613, 0.0016699805882753303, 0.4769684945266602, 0.12404119397794698, 0.06709360480605618)"
6934400464.0,"(0.20525074336998905, 0.07329749626716114, 0.010536320793017239, 0.008419945206742534, 0.46917175581539733, 0.23332373854769267)"
6934553280.0,"(0.33390460470179933, 0.1306957624639301, 0.007664454110180428, 0.04292488799713764, 0.24104783800839513, 0.24376245271855737)"
6934598558.0,"(0.18277104716779935, 0.03602710541547737, 0.011534319846179078, 0.07238637836798825, 0.3863685859951108, 0.3109125632074451)"
6934611486.0,"(0.38558035231164645, 0.1638425454032701, 0.054351045315462435, 0.03663672375641276, 0.20501813225178575, 0.15457120096142254)"
6934678711.0,"(0.051370953721874016, 0.2317192795271009, 0.005424505227916803, 0.2244317842987833, 0.25783139935184646, 0.22922207787247856)"
6934735077.0,"(0.20821642023858852, 0.17574551887690182, 0.005246206357645949, 0.03047831142608798, 0.19393303493372535, 0.38638050816705044)"
6934893044.0,"(0.006232790921060992, 0.4434891075037157, 0.0052905046568774705, 0.0008012951925612668, 0.35949300459107325, 0.18469329713471136)"
6935060130.0,"(2.1265893598993406e-05, 8.24679715062551e-05, 1.2945913715462363e-06, 0.5815510008495781, 0.17988599886029308, 0.23845797183365183)"
6935164421.0,"(0.07210285467604016, 0.21076810592932732, 9.83159806093621e-05, 0.20401413554932207, 0.23969375494202957, 0.2733228329226714)"
6935231951.0,"(0.343826221031292, 0.056144817321381664, 0.0008610153633256605, 0.15404116397668915, 0.3798844516507239, 0.0652423306565876)"
6935292359.0,"(0.4581610315053328, 0.016514170939442435, 0.003515673304641481, 0.002869840356499982, 0.4098959356169639, 0.10904334827711945)"
6935302888.0,"(0.14431736055965289, 0.06426008314437881, 0.021475155763124372, 0.006525096389395859, 0.47136494807258617, 0.2920573560708619)"
