ID,Funct,Pronoun,PPron,I,We,You,SheHe,They,iPron,Article,Verb,AuxVerb,enPast,enPresent,enFuture,Adverb,Preps,Conj,Negate,Quant,Number,Swear,YouPL,PrepEnd,SpecArt,QuanUnit,Interjunction,MultiFun,TenseM,PastM,PresentM,FutureM,ProgM,Social,Family,Friend,Humans,Affect,PosEmo,NegEmo,Anx,Anger,Sad,CogMech,Insight,Cause,Discrep,Tentat,Certain,Inhibition,Inclusive,Exclusive,Percept,See,Hear,Feel,Bio,Body,Health,Sexual,Ingest,Relative,Motion,Space,Time,Work,Achieve,Leisure,Home,Money,Religion,Death,Assent,Nonfl,Filler,Psychology,Love,tPast,tNow,tFuture,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostrophe,Parenth,OtherP,WordCount,WordPerSentence,RateDicCover,RateNumeral,RateSixLtrWord,RateFourCharWord,RateLatinWord,NumAtMention,NumEmotion,NumHashTag,NumURLs
0,0.367147,0.0974063,0.0737752,0.0507205,0,0.0167147,0.00403458,0.00230548,0.0242075,0,0.120461,0.0357349,0,0,0,0.0899135,0.0334294,0.032853,0,0.0201729,0.00806916,0.00172911,0,0.00864553,0.00634006,0.0144092,0.0576369,0.059366,0.0351585,0.00230548,0.00691643,0.0092219,0.0167147,0.0864553,0.0126801,0.00288184,0.0230548,0.0806916,0.0322767,0.0363112,0.00345821,0.00634006,0.0103746,0.18732,0.0207493,0.0172911,0.0391931,0.0288184,0.0126801,0.00461095,0.0322767,0.0363112,0.0242075,0.00518732,0.00864553,0.00288184,0.0340058,0.0115274,0.0201729,0.00230548,0.00230548,0.0622478,0.0132565,0.0230548,0.0334294,0.0138329,0.0144092,0.00345821,0.00461095,0.000576369,0.000576369,0.0103746,0.0345821,0.00172911,0.00461095,0.0201729,0,0.00345821,0.00172911,0.00230548,0.145821,0.0340058,0,0,0,0,0,0.070317,0,0.0357349,0,1735,6.83071,0.918156,0.0172911,0.0178674,0.021902,0.0184438,0,30,0,0
0,0.34551,0.0740741,0.0502283,0.0365297,0.00202943,0.00659564,0.00405885,0.000507357,0.0253678,0,0.115677,0.0289193,0,0,0,0.0887874,0.0360223,0.0319635,0,0.0152207,0.0101471,0.00101471,0.000507357,0.0111618,0.00811771,0.0197869,0.0644343,0.0568239,0.0350076,0.00152207,0.00811771,0.00913242,0.0157281,0.0857433,0.0111618,0.00101471,0.0223237,0.079655,0.0400812,0.0243531,0.00304414,0.00456621,0.00811771,0.165398,0.0162354,0.0111618,0.0289193,0.0243531,0.0101471,0.00558092,0.0319635,0.0324708,0.0233384,0.00456621,0.00659564,0.00507357,0.0289193,0.00659564,0.0172501,0.000507357,0.00608828,0.0700152,0.014206,0.0289193,0.029934,0.0243531,0.0116692,0.00710299,0.00253678,0.00253678,0.00152207,0.00456621,0.0416032,0.00304414,0.00456621,0.0223237,0,0.00152207,0.00253678,0.00253678,0.158295,0.029934,0,0,0,0,0,0.0618975,0,0.0314561,0,1971,6.29712,0.883308,0.0152207,0.0157281,0.021309,0.0167428,0,30,0,0
0,0.359678,0.0605774,0.0397539,0.0288689,0.0023663,0.00567913,0.0023663,0,0.0227165,0,0.115949,0.0302887,0,0,0,0.0960719,0.0383341,0.0392806,0,0.0137246,0.0104117,0.000473261,0.000473261,0.0118315,0.0104117,0.0260293,0.0681496,0.0643635,0.0492191,0.00615239,0.012778,0.00993848,0.0203502,0.0676763,0.00331283,0.00331283,0.0179839,0.0785613,0.0392806,0.023663,0.00378609,0.00283956,0.0104117,0.178893,0.0246096,0.00851869,0.0293422,0.0269759,0.012778,0.00378609,0.0331283,0.032655,0.0250828,0.00615239,0.00473261,0.00615239,0.032655,0.00804543,0.0194037,0.000473261,0.00425935,0.08708,0.0146711,0.0487459,0.0336015,0.0194037,0.0118315,0.00615239,0.00473261,0.00141978,0.00331283,0.00567913,0.054425,0.0023663,0.00757217,0.032655,0.000473261,0.00331283,0.00331283,0.00189304,0.156649,0.0279224,0,0,0,0,0,0.0572646,0,0.0293422,0,2113,6.36446,0.887837,0.0141978,0.0141978,0.019877,0.0165641,0,30,0,0
0,0.331606,0.0559585,0.0357513,0.0248705,0.00362694,0.00518135,0.00103627,0.000518135,0.0227979,0,0.120725,0.0253886,0,0,0,0.0932642,0.0362694,0.0378238,0,0.0119171,0.00984456,0.00207254,0.000518135,0.011399,0.00880829,0.0238342,0.0683938,0.0689119,0.0373057,0.00362694,0.00984456,0.00777202,0.0160622,0.0663212,0.00310881,0.00362694,0.015544,0.0792746,0.0378238,0.0259067,0.00414508,0.00518135,0.0103627,0.182902,0.0253886,0.0119171,0.0238342,0.0207254,0.0119171,0.00362694,0.0373057,0.0398964,0.0248705,0.00518135,0.00414508,0.00621762,0.0295337,0.00932642,0.0129534,0.00259067,0.00569948,0.0792746,0.0150259,0.0450777,0.0279793,0.0186528,0.00932642,0.00777202,0.00621762,0.0015544,0.00362694,0.00259067,0.0440415,0.00310881,0.00569948,0.0274611,0,0.00259067,0.00207254,0.000518135,0.162176,0.0305699,0,0,0,0,0,0.0626943,0,0.0321244,0,1930,6.1465,0.887047,0.015544,0.015544,0.0222798,0.0165803,0,30,0,0
0,0.35806,0.0608654,0.040894,0.0304327,0.00332858,0.00570613,0.000951022,0,0.022349,0,0.122682,0.0313837,0,0,0,0.0860675,0.0389919,0.0361388,0,0.0156919,0.0109368,0.00190204,0.000475511,0.0118878,0.0109368,0.0247266,0.0670471,0.065145,0.0451736,0.00475511,0.0114123,0.0104612,0.0185449,0.0684736,0.0042796,0.00332858,0.0190204,0.0841655,0.0413695,0.0285307,0.00380409,0.00523062,0.0109368,0.17689,0.0242511,0.0085592,0.0304327,0.0252021,0.0147408,0.00523062,0.0309082,0.0313837,0.0247266,0.00570613,0.00380409,0.00570613,0.0337613,0.00713267,0.019496,0.00237756,0.0042796,0.0827389,0.0152164,0.0494532,0.0280552,0.0171184,0.0118878,0.00570613,0.00523062,0.00142653,0.00237756,0.00523062,0.0499287,0.00142653,0.00523062,0.0313837,0,0.00237756,0.00190204,0.00142653,0.155017,0.0280552,0,0,0,0,0,0.0575369,0,0.0294817,0,2103,6.43119,0.887304,0.0142653,0.0142653,0.0199715,0.0161674,0,30,0,0
0,0.360095,0.0608076,0.039905,0.0270784,0.00285036,0.00712589,0.0023753,0,0.0228029,0,0.11924,0.032304,0,0,0,0.0935867,0.039905,0.0370546,0.000475059,0.0133017,0.0109264,0.000475059,0.000475059,0.0109264,0.00997625,0.0251781,0.0665083,0.063658,0.0451306,0.00427553,0.0123515,0.00997625,0.0185273,0.0703088,0.00332542,0.00332542,0.0180523,0.080285,0.039905,0.0247031,0.00380048,0.00332542,0.0104513,0.180998,0.0232779,0.00902613,0.0327791,0.0275534,0.0147268,0.00380048,0.0337292,0.032304,0.0256532,0.00617577,0.00522565,0.00617577,0.0327791,0.00855107,0.0194774,0.000950119,0.00427553,0.0864608,0.015677,0.0484561,0.0327791,0.0171021,0.0118765,0.00617577,0.00475059,0.00142518,0.00285036,0.00522565,0.0532067,0.00190024,0.00665083,0.0337292,0.000475059,0.0023753,0.00285036,0.00190024,0.159145,0.0280285,0,0,0,0,0,0.0574822,0,0.0294537,0,2105,6.26488,0.891686,0.0142518,0.0142518,0.0199525,0.0166271,0,30,0,0
0,0.348086,0.0621581,0.041273,0.0313277,0.0014918,0.00497265,0.00248633,0.000497265,0.0233715,0,0.120835,0.0313277,0,0,0,0.0905022,0.0377921,0.0328195,0,0.0139234,0.00944804,0.000497265,0.000497265,0.0104426,0.00944804,0.0218797,0.0641472,0.0606663,0.0457484,0.00397812,0.0124316,0.0099453,0.0193933,0.0671308,0.00497265,0.00348086,0.0188961,0.0885132,0.0427648,0.0288414,0.00497265,0.00348086,0.0124316,0.171556,0.0228742,0.00795624,0.0283441,0.0253605,0.0124316,0.00497265,0.0323222,0.0323222,0.0248633,0.00596718,0.00397812,0.00546992,0.031825,0.00745898,0.0198906,0,0.00447539,0.0785679,0.0154152,0.0422675,0.0303332,0.0183988,0.0114371,0.00696171,0.00546992,0.0014918,0.0014918,0.00546992,0.0527101,0.00248633,0.00745898,0.031825,0.000497265,0.00248633,0.00298359,0.0014918,0.155644,0.0293386,0,0,0,0,0,0.0606663,0,0.0308304,0,2011,6.40446,0.886624,0.014918,0.014918,0.0203879,0.0164097,0,30,0,0
0,0.347202,0.0520059,0.0326895,0.0198118,0.00346706,0.00594354,0.00247647,0,0.0212977,0,0.114908,0.0321942,0,0,0,0.0926201,0.0401189,0.0371471,0.000495295,0.0138683,0.0113918,0,0.000990589,0.0104012,0.0104012,0.0237741,0.063893,0.0648836,0.0411095,0.00396236,0.0123824,0.0094106,0.0153541,0.0663695,0.00297177,0.00346706,0.0143635,0.0762754,0.0391283,0.0242694,0.00445765,0.00247647,0.0108965,0.182268,0.0277365,0.0118871,0.03368,0.0267459,0.0138683,0.00396236,0.0346706,0.0316989,0.0257553,0.00544824,0.00445765,0.00643883,0.0371471,0.0104012,0.021793,0.000495295,0.00495295,0.0837048,0.0153541,0.0510154,0.0287271,0.0178306,0.0118871,0.00643883,0.00544824,0.00148588,0.00445765,0.00594354,0.0510154,0.00148588,0.00594354,0.03368,0.000495295,0.00198118,0.00247647,0.000990589,0.163447,0.0292224,0,0,0,0,0,0.0599307,0,0.0307083,0,2019,6.0997,0.892026,0.0148588,0.0148588,0.0203071,0.01684,0,30,0,0
0,0.353058,0.0571855,0.0363003,0.024366,0.00248633,0.00596718,0.00248633,0.000497265,0.0233715,0,0.119344,0.0303332,0,0,0,0.0914968,0.0402785,0.0377921,0,0.0154152,0.0104426,0.000497265,0.000497265,0.0114371,0.0099453,0.024366,0.0651417,0.0646445,0.0442566,0.00447539,0.0124316,0.00944804,0.0179015,0.0691198,0.00348086,0.00397812,0.0183988,0.082546,0.0442566,0.0228742,0.00397812,0.00298359,0.00944804,0.174043,0.0233715,0.00944804,0.0293386,0.026355,0.0134262,0.00348086,0.033814,0.0308304,0.026355,0.00646445,0.00497265,0.00646445,0.0348086,0.00895077,0.0198906,0.000497265,0.00497265,0.082546,0.0154152,0.0472402,0.0308304,0.0154152,0.00944804,0.00696171,0.00497265,0.0014918,0.00248633,0.00546992,0.0517156,0.00198906,0.00646445,0.0333168,0.000497265,0.00248633,0.00298359,0.0014918,0.157136,0.0293386,0,0,0,0,0,0.0601691,0,0.0308304,0,2011,6.34385,0.885132,0.014918,0.014918,0.0213824,0.0174043,0,30,0,0
0,0.359251,0.0594848,0.0393443,0.0266979,0.0028103,0.00702576,0.00234192,0,0.0224824,0,0.119438,0.0313817,0,0,0,0.095082,0.0416862,0.0379391,0.000468384,0.0135831,0.0107728,0.000468384,0.000468384,0.0112412,0.00983607,0.0248244,0.0665105,0.064637,0.0440281,0.00421546,0.0117096,0.00983607,0.018267,0.0702576,0.00327869,0.00327869,0.018267,0.0796253,0.0393443,0.0248244,0.00468384,0.0028103,0.00983607,0.183138,0.0248244,0.0103044,0.0309133,0.0276347,0.0159251,0.00374707,0.0346604,0.0318501,0.0266979,0.00608899,0.00562061,0.00608899,0.0337237,0.00936768,0.0192037,0.000936768,0.00374707,0.0866511,0.0149883,0.0487119,0.0327869,0.0163934,0.0117096,0.00608899,0.00562061,0.00140515,0.0028103,0.00515222,0.052459,0.00187354,0.00702576,0.0337237,0.000468384,0.00234192,0.0028103,0.00187354,0.159251,0.0276347,0,0,0,0,0,0.0566745,0,0.0290398,0,2135,6.261,0.892272,0.0140515,0.0140515,0.0201405,0.0163934,0,30,0,0
